Kimbrel, Craig,518886,27,15.3,55.6,105.6,91.1,92.1,88.8,388,202,375,14,12.4,51.9,5,18.5,7.2
Davies, Zach,605200,194,14.6,35.6,111.3,87.5,91.8,84.9,468,170,418,71,16.2,36.6,20,10.3,7.2
Smyly, Drew,592767,60,11.4,41.7,114.6,90.6,92,89.6,414,183,401,27,12.0,45.0,8,13.3,7.2
Ray, Robbie,592662,137,22.9,38.0,112.8,91.6,94.2,88.7,433,217,404,63,14.5,46.0,18,13.1,7.2
Newcomb, Sean,656794,51,15,33.3,106.1,87.3,90.8,85.1,445,189,407,17,13.8,33.3,5,9.8,7.1
McKenzie, Triston,663474,75,15.7,30.7,109.4,86,92.7,81.8,445,181,409,27,10.4,36.0,9,12.0,7.1
Cobb, Alex,502171,168,3.8,33.9,115.8,91.3,97.5,86.9,447,142,394,81,22.8,48.2,16,9.5,7.1
Dunn, Justin,643290,127,21,34.6,113.5,92,95.6,89.2,433,197,397,57,17.3,44.9,14,11.0,7.1
Walden, Marcus,519393,52,10.4,40.4,115.2,93.4,95.3,91.2,431,183,416,26,19.1,50.0,5,9.6,7.0
Pivetta, Nick,601713,47,20.4,42.6,110.2,91.3,94.3,88.2,468,211,401,20,14.7,42.6,5,10.6,7.0
Godley, Zack,643327,98,15.9,34.7,111.3,88.9,93.3,85.1,455,177,415,41,16.7,41.8,10,10.2,7.0
Jones, Nate,518858,55,16.2,40.0,113,93.5,95.5,91.2,420,198,398,31,17.0,56.4,6,10.9,7.0
Shoemaker, Matt,533167,80,7.2,33.8,108,87.7,93.9,82.6,449,156,409,31,14.5,38.8,8,10.0,7.0
Hill, Cam,657611,49,18.7,30.6,108.4,87.8,92.7,80.9,448,201,406,22,16.8,44.9,5,10.2,6.9
Sánchez, Aníbal,434671,181,13.5,37.0,114.2,88.9,92.4,85.8,440,181,408,68,14.9,37.6,17,9.4,6.9
Jiménez, Joe,641729,68,17.2,38.2,110,92.1,96.5,87,427,205,398,34,17.3,50.0,7,10.3,6.9
López, Jorge,605347,131,9.1,30.5,115.5,92.8,96.4,91.4,447,149,400,65,24.3,49.6,12,9.2,6.9
Weems, Jordan,607179,33,20.3,39.4,108.3,90,88.9,94.7,440,199,440,11,11.5,33.3,4,12.1,6.9
Keller, Mitch,656605,52,14.3,19.2,114.6,88.5,92.4,84.8,448,166,407,22,14.1,42.3,6,11.5,6.9
García, Deivi,665620,106,23.4,35.8,111.3,89.4,92.6,88.4,448,180,400,42,14.9,39.6,10,9.4,6.8
Bradley, Archie,605151,51,13.4,39.2,108,86.7,94.3,80.8,372,175,372,17,13.5,33.3,5,9.8,6.8
Watson, Tony,453265,54,10.7,31.5,113.1,84.8,89.6,82,424,149,401,16,11.8,29.6,5,9.3,6.8
Garcia, Rico,670329,33,12.1,33.3,107.4,92,92.4,91.4,402,173,402,16,18.8,48.5,3,9.1,6.8
Cortes, Nestor,641482,28,21.9,42.9,105.2,87.4,92.6,85,402,199,377,10,15.6,35.7,3,10.7,6.8
Plesac, Zach,668676,142,16.8,31.7,109,87.8,93.2,83.9,458,176,401,47,11.5,33.1,14,9.9,6.8
Wick, Rowan,592858,48,16,37.5,112.7,90.1,93.8,87.4,385,176,385,19,13.5,39.6,5,10.4,6.8
Mills, Alec,621219,185,10.1,30.8,114.5,86.9,93,83.6,453,156,401,73,17.5,39.5,17,9.2,6.7
Farmer, Buck,571656,70,7,30.0,112.9,90.2,97,84.8,429,150,405,29,17.5,41.4,6,8.6,6.7
Hoffman, Jeff,656546,73,16.2,34.2,112.8,92.3,94.9,91,394,198,392,39,21.1,53.4,7,9.6,6.7
Ureña, José,570632,74,13.1,25.7,111.4,90.6,95.6,87.8,434,156,397,31,16.5,41.9,7,9.5,6.7
Skubal, Tarik,669373,84,21,38.1,111.9,89.6,95.5,80.9,431,223,396,33,11.2,39.3,9,10.7,6.7
Minor, Mike,501985,156,17.6,36.5,113.3,87.5,92.8,83.4,435,191,394,63,14.0,40.4,16,10.3,6.7
García, Luis,472610,25,13.8,44.0,111.9,92.6,96.4,91.3,426,168,426,12,16.7,48.0,3,12.0,6.7
Magill, Matt,543483,28,17.2,25.0,112.1,91.1,90.8,93.1,448,163,424,11,15.7,39.3,3,10.7,6.7
Paxton, James,572020,56,18.4,37.5,109.2,90.7,92.9,89.2,409,203,396,25,13.7,44.6,6,10.7,6.7
Voth, Austin,608723,159,21.2,36.5,114.3,89.4,93.9,84.9,456,210,412,69,16.3,43.4,15,9.4,6.7
Richards, Trevor,670950,112,18.4,37.5,110.2,89.3,91.9,88.4,380,193,361,48,16.0,42.9,10,8.9,6.7
Nelson, Nick,656793,61,4.6,36.1,109.3,88,91,86.1,412,138,401,20,11.2,32.8,6,9.8,6.7
López, Reynaldo,625643,81,19.1,30.9,111.2,91.1,95.1,89.4,446,203,399,35,15.4,43.2,8,9.9,6.6
