OAK,4/14/2022,1,643393,Tony,Kemp,1,N,
OAK,4/14/2022,1,462101,Elvis,Andrus,2,N,
OAK,4/14/2022,1,669221,Sean,Murphy,3,N,
OAK,4/14/2022,1,664913,Seth,Brown,4,N,
OAK,4/14/2022,1,640461,Chad,Pinder,5,N,
OAK,4/14/2022,1,675656,Kevin,Smith,6,N,
OAK,4/14/2022,1,641914,Sheldon,Neuse,7,N,
OAK,4/14/2022,1,665506,Cristian,Pache,8,N,
OAK,4/14/2022,1,519390,Stephen,Vogt,9,N,
OAK,4/14/2022,1,608344,Cole,Irvin,SP,N,
TB,4/14/2022,1,650490,Yandy,Diaz,1,Y,1B
TB,4/14/2022,1,677551,Wander,Franco,2,Y,SS
TB,4/14/2022,1,623912,Harold,Ramirez,3,Y,DH
TB,4/14/2022,1,668227,Randy,Arozarena,4,Y,LF
TB,4/14/2022,1,664040,Brandon,Lowe,5,Y,2B
TB,4/14/2022,1,622534,Manuel,Margot,6,Y,RF
TB,4/14/2022,1,572287,Mike,Zunino,7,Y,C
TB,4/14/2022,1,595281,Kevin,Kiermaier,8,Y,CF
TB,4/14/2022,1,670764,Taylor,Walls,9,Y,3B
TB,4/14/2022,1,676596,Josh,Fleming,SP,Y,
SEA,4/14/2022,1,624428,Adam,Frazier,1,N,
SEA,4/14/2022,1,664034,Ty,France,2,N,
SEA,4/14/2022,1,608385,Jesse,Winker,3,N,
SEA,4/14/2022,1,571745,Mitch,Haniger,4,N,
SEA,4/14/2022,1,553993,Eugenio,Suarez,5,N,
SEA,4/14/2022,1,672284,Jarred,Kelenic,6,N,
SEA,4/14/2022,1,677594,Julio,Rodriguez,7,N,
SEA,4/14/2022,1,641487,J.P.,Crawford,8,N,
SEA,4/14/2022,1,663728,Cal,Raleigh,9,N,
SEA,4/14/2022,1,669302,Logan,Gilbert,SP,N,
CHW,4/14/2022,1,641313,Tim,Anderson,1,N,
CHW,4/14/2022,1,673357,Luis,Robert,2,N,
CHW,4/14/2022,1,547989,Jose,Abreu,3,N,
CHW,4/14/2022,1,518735,Yasmani,Grandal,4,N,
CHW,4/14/2022,1,650391,Eloy,Jimenez,5,N,
CHW,4/14/2022,1,657757,Gavin,Sheets,6,N,
CHW,4/14/2022,1,544725,Leury,Garcia,7,N,
CHW,4/14/2022,1,543281,Josh,Harrison,8,N,
CHW,4/14/2022,1,624512,Reese,McGuire,9,N,
CHW,4/14/2022,1,669424,Jimmy,Lambert,SP,N,
STL,4/14/2022,1,666185,Dylan,Carlson,1,N,
STL,4/14/2022,1,502671,Paul,Goldschmidt,2,N,
STL,4/14/2022,1,641933,Tyler,O'Neill,3,N,
STL,4/14/2022,1,571448,Nolan,Arenado,4,N,
STL,4/14/2022,1,405395,Albert,Pujols,5,N,
STL,4/14/2022,1,657557,Paul,DeJong,6,N,
STL,4/14/2022,1,425877,Yadier,Molina,7,N,
STL,4/14/2022,1,664056,Harrison,Bader,8,N,
STL,4/14/2022,1,669242,Tommy,Edman,9,N,
STL,4/14/2022,1,425794,Adam,Wainwright,SP,N,
MIL,4/14/2022,1,543939,Kolten,Wong,1,N,
MIL,4/14/2022,1,642715,Willy,Adames,2,N,
MIL,4/14/2022,1,592885,Christian,Yelich,3,N,
MIL,4/14/2022,1,457705,Andrew,McCutchen,4,N,
MIL,4/14/2022,1,642133,Rowdy,Tellez,5,N,
MIL,4/14/2022,1,592669,Hunter,Renfroe,6,N,
MIL,4/14/2022,1,553882,Omar,Narvaez,7,N,
MIL,4/14/2022,1,456715,Lorenzo,Cain,8,N,
MIL,4/14/2022,1,607054,Jace,Peterson,9,N,
MIL,4/14/2022,1,605540,Brandon,Woodruff,SP,N,
WAS,4/14/2022,1,514917,Cesar,Hernandez,1,N,
WAS,4/14/2022,1,665742,Juan,Soto,2,N,
WAS,4/14/2022,1,443558,Nelson,Cruz,3,N,
WAS,4/14/2022,1,605137,Josh,Bell,4,N,
WAS,4/14/2022,1,660688,Keibert,Ruiz,5,N,
WAS,4/14/2022,1,657041,Lane,Thomas,6,N,
WAS,4/14/2022,1,596748,Maikel,Franco,7,N,
WAS,4/14/2022,1,444876,Alcides,Escobar,8,N,
WAS,4/14/2022,1,645302,Victor,Robles,9,N,
WAS,4/14/2022,1,672851,Joan,Adon,SP,N,
PIT,4/14/2022,1,596129,Daniel,Vogelbach,1,N,
PIT,4/14/2022,1,668804,Bryan,Reynolds,2,N,
PIT,4/14/2022,1,663647,Ke'Bryan,Hayes,3,N,
PIT,4/14/2022,1,660294,Yoshitomo,Tsutsugo,4,N,
PIT,4/14/2022,1,621028,Kevin,Newman,5,N,
PIT,4/14/2022,1,657061,Cole,Tucker,6,N,
PIT,4/14/2022,1,592325,Ben,Gamel,7,N,
PIT,4/14/2022,1,547379,Roberto,Perez,8,N,
PIT,4/14/2022,1,660829,Hoy,Jun,Park,9,N,
PIT,4/14/2022,1,664141,J.T.,Brubaker,SP,N,
PHI,4/14/2022,1,656941,Kyle,Schwarber,1,N,
PHI,4/14/2022,1,592663,JT,Realmuto,2,N,
PHI,4/14/2022,1,547180,Bryce,Harper,3,N,
PHI,4/14/2022,1,592206,Nick,Castellanos,4,N,
PHI,4/14/2022,1,656555,Rhys,Hoskins,5,N,
PHI,4/14/2022,1,544369,Didi,Gregorius,6,N,
PHI,4/14/2022,1,516416,Jean,Segura,7,N,
PHI,4/14/2022,1,664761,Alec,Bohm,8,N,
PHI,4/14/2022,1,663837,Matt,Vierling,9,N,
PHI,4/14/2022,1,502043,Kyle,Gibson,SP,N,
MIA,4/14/2022,1,624585,Jorge,Soler,1,N,
