TEX,8/10/2021,2,643396,Isiah,Kiner-Falefa,1,N,
TEX,8/10/2021,2,518586,Charlie,Culberson,2,N,
TEX,8/10/2021,2,666969,Adolis,Garcia,3,N,
TEX,8/10/2021,2,663993,Nathaniel,Lowe,4,N,
TEX,8/10/2021,2,628451,Andy,Ibanez,5,N,
TEX,8/10/2021,2,656847,DJ,Peters,6,N,
TEX,8/10/2021,2,663799,Curtis,Terry,7,N,
TEX,8/10/2021,2,660634,Yonny,Hernandez,8,N,
TEX,8/10/2021,2,624431,Jose,Trevino,9,N,
TEX,8/10/2021,2,663465,Kolby,Allard,SP,N,
LAA,8/10/2021,2,664058,David,Fletcher,1,N,
LAA,8/10/2021,2,660271,Shohei,Ohtani,2,N,
LAA,8/10/2021,2,594838,Phil,Gosselin,3,N,
LAA,8/10/2021,2,457708,Justin,Upton,4,N,
LAA,8/10/2021,2,669016,Brandon,Marsh,5,N,
LAA,8/10/2021,2,435559,Kurt,Suzuki,6,N,
LAA,8/10/2021,2,578428,Jose,Iglesias,7,N,
LAA,8/10/2021,2,594809,Adam,Eaton,8,N,
LAA,8/10/2021,2,608686,Jack,Mayfield,9,N,
LAA,8/10/2021,2,660761,Jose,Suarez,SP,N,
DET,8/10/2021,1,668731,Akil,Baddoo,1,N,
DET,8/10/2021,1,570731,Jonathan,Schoop,2,N,
DET,8/10/2021,1,543257,Robbie,Grossman,3,N,
DET,8/10/2021,1,408234,Miguel,Cabrera,4,N,
DET,8/10/2021,1,600869,Jeimer,Candelario,5,N,
DET,8/10/2021,1,650489,Willi,Castro,6,N,
DET,8/10/2021,1,670097,Zack,Short,7,N,
DET,8/10/2021,1,606988,Grayson,Greiner,8,N,
DET,8/10/2021,1,656537,Derek,Hill,9,N,
DET,8/10/2021,1,663554,Casey,Mize,SP,N,
BAL,8/10/2021,1,656775,Cedric,Mullins,1,N,
BAL,8/10/2021,1,669720,Austin,Hays,2,N,
BAL,8/10/2021,1,641820,Trey,Mancini,3,N,
BAL,8/10/2021,1,663624,Ryan,Mountcastle,4,N,
BAL,8/10/2021,1,623993,Anthony,Santander,5,N,
BAL,8/10/2021,1,602104,Ramon,Urias,6,N,
BAL,8/10/2021,1,621466,DJ,Stewart,7,N,
BAL,8/10/2021,1,600474,Pedro,Severino,8,N,
BAL,8/10/2021,1,596748,Maikel,Franco,9,N,
BAL,8/10/2021,1,669211,Keegan,Akin,SP,N,
TB,8/10/2021,1,656669,Jordan,Luplow,1,N,
TB,8/10/2021,1,443558,Nelson,Cruz,2,N,
TB,8/10/2021,1,677551,Wander,Franco,3,N,
TB,8/10/2021,1,650490,Yandy,Diaz,4,N,
TB,8/10/2021,1,664040,Brandon,Lowe,5,N,
TB,8/10/2021,1,622534,Manuel,Margot,6,N,
TB,8/10/2021,1,596847,Ji-Man,Choi,7,N,
TB,8/10/2021,1,572287,Mike,Zunino,8,N,
TB,8/10/2021,1,595281,Kevin,Kiermaier,9,N,
TB,8/10/2021,1,672715,Luis,Patino,SP,N,
BOS,8/10/2021,1,571771,Kike,Hernandez,1,N,
BOS,8/10/2021,1,657077,Alex,Verdugo,2,N,
BOS,8/10/2021,1,593428,Xander,Bogaerts,3,N,
BOS,8/10/2021,1,646240,Rafael,Devers,4,N,
BOS,8/10/2021,1,592669,Hunter,Renfroe,5,N,
BOS,8/10/2021,1,666915,Bobby,Dalbec,6,N,
BOS,8/10/2021,1,503556,Marwin,Gonzalez,7,N,
BOS,8/10/2021,1,543877,Christian,Vazquez,8,N,
BOS,8/10/2021,1,614173,Franchy,Cordero,9,N,
BOS,8/10/2021,1,593958,Eduardo,Rodriguez,SP,N,
OAK,8/10/2021,1,592192,Mark,Canha,1,N,
OAK,8/10/2021,1,516782,Starling,Marte,2,N,
OAK,8/10/2021,1,621566,Matt,Olson,3,N,
OAK,8/10/2021,1,476704,Jed,Lowrie,4,N,
OAK,8/10/2021,1,657656,Ramon,Laureano,5,N,
OAK,8/10/2021,1,519048,Mitch,Moreland,6,N,
OAK,8/10/2021,1,656305,Matt,Chapman,7,N,
OAK,8/10/2021,1,669221,Sean,Murphy,8,N,
OAK,8/10/2021,1,462101,Elvis,Andrus,9,N,
OAK,8/10/2021,1,640455,Sean,Manaea,SP,N,
CLE,8/10/2021,1,664702,Myles,Straw,1,N,
CLE,8/10/2021,1,642708,Amed,Rosario,2,N,
CLE,8/10/2021,1,608070,Jose,Ramirez,3,N,
