Daniel Stumpf,DET,8.79,4.40,2.00,0.00,21.2%,10.6%,10.6%,.310,1.74,.400,72.0%,2.51,2.73,-0.21,4.39,13780
Jimmy Cordero,CHW,10.67,4.40,2.43,0.00,28.8%,11.9%,16.9%,.160,1.05,.242,82.4%,1.88,2.73,-0.84,3.70,15690
Gerrit Cole,HOU,13.77,2.63,5.24,1.18,38.6%,7.4%,31.2%,.199,1.02,.296,84.7%,2.36,2.76,-0.41,2.84,13125
Sean Doolittle,WSN,10.44,2.16,4.83,0.72,27.9%,5.8%,22.1%,.227,1.12,.303,64.9%,4.32,2.77,1.55,4.28,1581
Chad Sobotka,ATL,13.78,5.51,2.50,0.55,36.8%,14.7%,22.1%,.190,1.29,.313,86.7%,2.20,2.79,-0.58,3.45,17470
Aaron Bummer,CHW,7.99,3.03,2.64,0.28,23.0%,8.7%,14.3%,.175,0.95,.224,74.3%,2.48,2.85,-0.37,3.12,16258
Brandon Workman,BOS,10.62,5.77,1.84,0.00,29.9%,16.2%,13.6%,.134,1.08,.207,72.1%,2.54,2.86,-0.32,4.13,11428
Noah Syndergaard,NYM,9.30,1.70,5.47,0.70,25.3%,4.6%,20.7%,.251,1.14,.320,71.0%,3.40,2.86,0.54,3.55,11762
Jacob Webb,ATL,9.00,2.65,3.40,0.53,26.2%,7.7%,18.5%,.167,0.88,.214,80.9%,1.06,2.86,-1.80,4.55,19274
Ryan Pressly,HOU,12.76,2.37,5.38,1.19,34.7%,6.5%,28.2%,.209,1.05,.290,72.0%,3.56,2.88,0.68,2.15,7005
Chaz Roe,TBR,11.51,6.35,1.81,0.00,27.1%,15.0%,12.1%,.258,1.72,.377,65.0%,4.37,2.91,1.46,4.92,9866
Marcus Stroman,- - -,7.51,2.29,3.29,0.44,20.0%,6.1%,13.9%,.255,1.25,.311,74.9%,2.72,2.94,-0.21,3.85,13431
Archie Bradley,ARI,11.07,4.59,2.41,0.27,27.5%,11.4%,16.1%,.233,1.41,.333,74.1%,3.24,2.94,0.30,4.17,12918
Brett Martin,TEX,10.07,2.42,4.17,0.81,24.0%,5.8%,18.3%,.330,1.70,.423,62.5%,6.45,2.95,3.50,3.12,17369
Hansel Robles,LAA,8.83,2.86,3.09,0.52,24.5%,7.9%,16.5%,.234,1.15,.293,80.6%,2.60,2.95,-0.36,4.44,11801
Rafael Montero,TEX,11.34,1.08,10.50,1.08,33.9%,3.2%,30.6%,.172,0.72,.229,98.2%,1.62,2.97,-1.35,3.20,12760
J.B. Wendelken,OAK,10.06,3.18,3.17,0.53,26.8%,8.5%,18.3%,.203,1.12,.273,53.8%,5.29,2.98,2.32,4.55,14506
Ranger Suarez,PHI,9.00,1.57,5.75,0.78,24.2%,4.2%,20.0%,.253,1.13,.308,74.4%,3.13,3.00,0.13,2.99,17277
Lucas Giolito,CHW,11.50,2.63,4.37,0.97,31.9%,7.3%,24.6%,.209,1.06,.286,80.2%,2.83,3.01,-0.18,3.56,15474
Darwinzon Hernandez,BOS,13.50,7.59,1.78,0.00,32.0%,18.0%,14.0%,.231,1.69,.375,84.2%,2.53,3.03,-0.50,3.77,19848
Jesse Chavez,TEX,10.10,3.09,3.27,0.62,26.2%,8.0%,18.2%,.238,1.26,.314,70.1%,3.30,3.03,0.27,4.19,5448
Robert Stephenson,CIN,10.36,1.64,6.33,1.09,29.5%,4.7%,24.8%,.174,0.82,.210,84.1%,2.18,3.03,-0.85,3.69,13594
Nick Goody,CLE,12.42,5.40,2.30,0.54,32.9%,14.3%,18.6%,.169,1.20,.250,80.6%,2.70,3.03,-0.33,4.64,13685
Rowan Wick,CHC,9.53,4.24,2.25,0.00,24.3%,10.8%,13.5%,.210,1.24,.289,66.7%,2.65,3.04,-0.39,4.56,14646
Matthew Boyd,DET,12.82,2.55,5.04,1.18,33.6%,6.7%,26.9%,.246,1.23,.346,66.8%,4.55,3.04,1.50,3.34,15440
Luke Bard,LAA,8.05,1.89,4.25,0.47,23.0%,5.4%,17.6%,.209,0.95,.260,69.9%,3.32,3.06,0.26,4.47,14288
Dan Winkler,ATL,9.88,2.63,3.75,0.66,28.3%,7.5%,20.8%,.167,0.88,.219,77.6%,2.63,3.07,-0.43,4.30,12237
Ken Giles,TOR,14.73,4.09,3.60,1.23,37.9%,10.5%,27.4%,.247,1.41,.391,85.8%,3.27,3.08,0.20,3.47,12910
Ty Buttrey,LAA,11.41,2.78,4.10,0.84,30.1%,7.4%,22.8%,.220,1.14,.304,75.4%,3.34,3.09,0.25,3.67,14719
Zack Littell,MIN,6.48,1.62,4.00,0.54,17.9%,4.5%,13.4%,.297,1.32,.353,68.0%,4.32,3.09,1.23,4.46,15823
Brandon Brennan,SEA,8.00,5.00,1.60,0.00,20.5%,12.8%,7.7%,.212,1.33,.269,58.3%,5.00,3.10,1.90,4.32,13527
Mike Soroka,ATL,7.11,2.10,3.39,0.46,20.4%,6.0%,14.4%,.205,0.96,.246,85.9%,1.55,3.11,-1.56,3.78,18383
Trevor May,MIN,10.97,3.38,3.25,0.84,31.5%,9.7%,21.8%,.135,0.84,.171,87.7%,1.41,3.12,-1.71,3.70,6398
Tony Sipp,WSN,6.55,3.27,2.00,0.00,18.2%,9.1%,9.1%,.167,0.91,.194,90.9%,0.82,3.12,-2.30,5.65,8280
Nick Wittgren,CLE,9.82,1.75,5.60,1.05,27.5%,4.9%,22.5%,.206,0.97,.258,91.3%,2.10,3.14,-1.03,3.79,15594
Seth Lugo,NYM,10.66,2.27,4.70,0.91,28.7%,6.1%,22.6%,.232,1.13,.310,63.7%,3.86,3.14,0.72,3.98,12447
Hector Neris,PHI,12.41,3.41,3.64,0.93,34.5%,9.5%,25.0%,.167,0.97,.233,85.3%,2.17,3.15,-0.97,3.38,11804
Shane Bieber,CLE,10.92,1.22,8.93,1.31,31.4%,3.5%,27.9%,.199,0.87,.252,77.5%,2.88,3.15,-0.26,3.30,19427
Walker Buehler,LAD,10.19,2.67,3.81,0.79,26.9%,7.0%,19.8%,.238,1.20,.308,65.2%,3.66,3.15,0.51,3.73,19374
Ryan Buchter,OAK,8.44,5.06,1.67,0.00,23.0%,13.8%,9.2%,.197,1.22,.259,92.6%,0.84,3.17,-2.32,5.03,9456
Justin Verlander,HOU,12.49,1.61,7.75,1.45,36.6%,4.7%,31.9%,.164,0.76,.208,84.6%,2.82,3.18,-0.36,3.17,8700
Luke Jackson,ATL,12.91,4.23,3.06,0.94,32.0%,10.5%,21.5%,.261,1.51,.383,76.8%,4.23,3.19,1.04,3.02,11752
Michael Lorenzen,CIN,8.80,2.80,3.14,0.60,24.3%,7.7%,16.6%,.198,1.02,.246,86.8%,1.60,3.19,-1.59,4.00,14843
Dustin May,LAD,7.91,1.86,4.25,0.47,21.3%,5.0%,16.3%,.219,1.03,.273,50.9%,4.66,3.21,1.44,3.88,19716
Ryan Yarbrough,TBR,7.29,0.96,7.56,0.86,21.3%,2.8%,18.5%,.196,0.82,.224,65.2%,3.21,3.23,-0.01,4.12,16502
Stephen Strasburg,WSN,10.18,2.79,3.65,0.83,27.6%,7.6%,20.0%,.215,1.11,.280,75.0%,3.39,3.23,0.16,3.45,10131
Carlos Carrasco,CLE,10.85,2.31,4.70,1.15,27.0%,5.7%,21.3%,.323,1.59,.420,63.6%,6.23,3.24,2.99,3.56,6632
Jose Leclerc,TEX,14.21,6.25,2.27,0.57,34.0%,15.0%,19.0%,.225,1.55,.357,77.2%,3.69,3.25,0.45,3.99,14524
Joe Biagini,- - -,8.01,2.97,2.70,0.59,21.4%,7.9%,13.5%,.241,1.25,.299,73.9%,2.97,3.28,-0.31,3.93,13194
Ryan Brasier,BOS,11.27,2.97,3.80,0.89,29.5%,7.8%,21.7%,.224,1.19,.307,66.1%,4.45,3.28,1.17,4.09,5615
Sergio Romo,- - -,7.80,0.90,8.67,0.90,22.4%,2.6%,19.8%,.182,0.77,.207,81.7%,1.50,3.28,-1.78,4.57,9817
Jake Odorizzi,MIN,9.04,3.25,2.78,0.60,24.6%,8.9%,15.7%,.223,1.17,.282,69.9%,3.62,3.28,0.34,4.54,6397
Jairo Diaz,COL,10.13,3.38,3.00,0.75,28.1%,9.4%,18.8%,.198,1.08,.263,66.1%,3.75,3.30,0.45,4.45,12774
Wander Suero,WSN,12.20,3.12,3.92,1.04,32.6%,8.3%,24.3%,.219,1.15,.308,56.1%,5.71,3.30,2.41,3.69,15855
Zac Gallen,- - -,11.01,3.41,3.23,0.79,27.6%,8.6%,19.1%,.244,1.34,.330,82.6%,2.88,3.30,-0.42,4.31,19291
Zac Grotz,SEA,8.18,4.91,1.67,0.00,22.2%,13.3%,8.9%,.184,1.18,.250,71.4%,3.27,3.30,-0.03,3.85,18256
Mark Melancon,- - -,8.04,2.59,3.11,0.57,20.7%,6.7%,14.1%,.252,1.28,.309,68.9%,4.31,3.31,1.00,3.81,4264
Joe Musgrove,PIT,8.12,2.30,3.52,0.66,21.6%,6.1%,15.5%,.252,1.22,.308,67.3%,3.73,3.31,0.42,4.37,12970
Trevor Gott,SFG,8.69,3.20,2.71,0.46,22.6%,8.3%,14.3%,.260,1.32,.327,63.9%,5.03,3.32,1.72,4.58,15046
Daniel Hudson,- - -,7.86,3.67,2.14,0.26,21.6%,10.1%,11.5%,.175,1.02,.220,90.2%,1.05,3.33,-2.28,5.39,7146
Brandon Woodruff,MIL,8.82,2.65,3.33,0.71,23.4%,7.0%,16.4%,.258,1.27,.324,68.9%,4.41,3.33,1.08,3.99,16162
John Gant,STL,7.29,4.05,1.80,0.27,20.6%,11.5%,9.2%,.207,1.17,.261,77.1%,2.70,3.33,-0.63,4.02,13684
Hyun Jin Ryu,LAD,6.95,0.91,7.67,0.91,19.2%,2.5%,16.7%,.253,1.07,.288,80.8%,2.72,3.35,-0.63,3.73,14444
John Brebbia,STL,11.16,3.38,3.31,1.04,30.1%,9.1%,21.0%,.200,1.13,.265,77.8%,3.38,3.36,0.02,4.61,12777
Kevin McCarthy,KCR,7.00,3.33,2.10,0.33,18.8%,8.9%,9.8%,.232,1.22,.278,82.8%,2.33,3.36,-1.03,4.43,15240
Scott Barlow,KCR,12.55,4.26,2.94,0.95,31.9%,10.8%,21.1%,.247,1.42,.360,79.4%,3.79,3.37,0.42,3.47,14993
Zack Greinke,- - -,8.41,1.68,5.00,0.96,24.4%,4.9%,19.5%,.211,0.93,.249,82.2%,2.64,3.37,-0.73,3.88,1943
Lance Lynn,TEX,11.79,2.73,4.31,1.20,31.1%,7.2%,23.9%,.248,1.25,.337,76.7%,3.84,3.38,0.47,3.65,2520
Tyler Duffey,MIN,11.57,1.48,7.80,1.48,30.5%,3.9%,26.6%,.230,1.09,.295,77.8%,2.67,3.38,-0.71,3.33,13758
Charlie Morton,TBR,9.66,2.99,3.23,0.80,25.7%,8.0%,17.8%,.238,1.23,.308,72.5%,3.59,3.38,0.21,3.70,4676
Brendan McKay,TBR,10.48,4.03,2.60,0.81,26.0%,10.0%,16.0%,.270,1.52,.355,67.3%,5.24,3.39,1.85,4.37,20186
Ronald Bolanos,SDP,8.18,2.45,3.33,0.82,22.2%,6.7%,15.6%,.214,1.09,.258,75.5%,3.27,3.40,-0.12,4.38,20041
Frankie Montas,OAK,9.17,2.00,4.58,1.00,24.8%,5.4%,19.4%,.227,1.09,.279,76.0%,2.33,3.40,-1.07,3.72,14309
Noe Ramirez,LAA,9.17,2.97,3.08,0.74,24.0%,7.8%,16.2%,.252,1.29,.320,78.1%,3.47,3.41,0.06,4.41,12800
Javy Guerra,- - -,6.53,2.37,2.75,0.59,18.2%,6.6%,11.6%,.223,1.09,.258,62.9%,4.15,3.41,0.74,5.18,7407
Sam Tuivailala,SEA,9.22,3.95,2.33,0.66,25.9%,11.1%,14.8%,.191,1.10,.242,73.5%,3.29,3.43,-0.14,5.39,13485
Reyes Moronta,SFG,11.48,5.40,2.13,0.68,29.3%,13.8%,15.5%,.232,1.46,.328,82.9%,2.70,3.44,-0.74,4.70,14966
Gio Gonzalez,MIL,7.09,3.74,1.89,0.39,18.5%,9.7%,8.7%,.264,1.42,.319,82.0%,2.76,3.45,-0.70,4.54,7448
Dinelson Lamet,SDP,14.59,3.65,4.00,1.46,38.5%,9.6%,28.8%,.196,1.14,.288,81.5%,2.92,3.46,-0.54,2.91,17186
Kolby Allard,TEX,7.81,3.90,2.00,0.33,19.7%,9.8%,9.8%,.234,1.34,.289,82.4%,2.60,3.47,-0.86,5.01,18694
Blake Snell,TBR,12.18,3.53,3.45,1.24,31.4%,9.1%,22.3%,.270,1.45,.379,63.9%,5.82,3.47,2.35,3.52,13543
Ian Kennedy,KCR,12.30,2.73,4.50,1.37,30.0%,6.7%,23.3%,.296,1.52,.394,76.3%,4.78,3.48,1.30,3.70,6986
Amir Garrett,CIN,12.99,6.15,2.11,0.68,32.5%,15.4%,17.1%,.224,1.52,.345,75.9%,3.76,3.48,0.28,3.47,14375
Jason Adam,TOR,9.00,2.45,3.67,0.82,25.6%,7.0%,18.6%,.211,1.00,.259,84.9%,1.64,3.49,-1.85,4.47,11861
David Hernandez,CIN,11.01,3.55,3.10,1.07,27.9%,9.0%,18.9%,.273,1.46,.358,64.0%,5.33,3.49,1.84,4.39,4259
David Phelps,- - -,9.42,4.40,2.14,0.63,24.6%,11.5%,13.1%,.226,1.33,.289,85.2%,1.88,3.49,-1.61,4.81,6316
Mike Dunn,COL,6.75,1.69,4.00,0.84,21.6%,5.4%,16.2%,.125,0.56,.115,65.2%,2.53,3.50,-0.96,4.33,9948
Shane Greene,- - -,8.46,1.95,4.33,0.98,24.5%,5.7%,18.9%,.202,0.94,.243,100.0%,0.98,3.50,-2.53,3.89,10756
Carlos Martinez,STL,11.03,4.18,2.64,0.76,28.2%,10.7%,17.5%,.261,1.44,.356,69.3%,4.56,3.51,1.05,3.76,11682
Mychal Givens,BAL,14.61,3.49,4.18,1.59,40.0%,9.6%,30.4%,.186,1.06,.269,91.7%,2.86,3.53,-0.67,2.92,10430
Brad Hand,CLE,10.80,4.32,2.50,0.72,26.8%,10.7%,16.1%,.247,1.44,.333,82.4%,3.24,3.53,-0.29,5.12,9111
Mitch Keller,PIT,12.00,3.00,4.00,1.29,25.5%,6.4%,19.1%,.416,2.33,.549,50.2%,11.14,3.55,7.60,3.40,17594
Pedro Strop,CHC,10.00,4.00,2.50,0.50,25.6%,10.3%,15.4%,.242,1.33,.326,70.3%,4.00,3.55,0.45,4.48,4070
Tim Melville,COL,7.13,3.06,2.33,0.51,20.0%,8.6%,11.4%,.177,0.96,.208,84.3%,2.04,3.55,-1.52,4.84,9149
Diego Castillo,TBR,10.99,5.34,2.06,0.63,26.7%,13.0%,13.7%,.257,1.60,.355,67.9%,3.45,3.56,-0.11,3.97,17496
Phil Maton,- - -,9.55,2.08,4.60,1.25,25.0%,5.4%,19.6%,.241,1.20,.295,50.5%,5.82,3.58,2.23,3.07,18064
Tim Hill,KCR,10.80,2.49,4.33,1.25,29.5%,6.8%,22.7%,.200,1.02,.250,69.1%,3.74,3.58,0.16,3.07,16814
Jake Diekman,- - -,12.27,6.44,1.90,0.31,30.3%,15.9%,14.4%,.212,1.47,.323,68.7%,4.60,3.59,1.01,4.03,5003
David Hale,NYY,4.42,1.96,2.25,0.49,11.4%,5.1%,6.3%,.284,1.36,.308,72.0%,3.93,3.60,0.33,4.62,9756
Clayton Kershaw,LAD,9.40,2.26,4.16,1.19,26.3%,6.3%,20.0%,.195,0.96,.229,76.3%,3.21,3.60,-0.39,3.40,2036
Corey Kluber,CLE,9.24,3.55,2.60,0.71,22.0%,8.5%,13.6%,.295,1.62,.372,67.2%,5.33,3.61,1.72,4.94,2429
Matt Strahm,SDP,10.30,2.03,5.08,1.25,26.8%,5.3%,21.5%,.256,1.23,.323,79.9%,3.59,3.61,-0.02,4.12,13799
Rogelio Armenteros,HOU,8.10,2.70,3.00,0.90,20.0%,6.7%,13.3%,.310,1.60,.375,54.8%,6.30,3.61,2.69,4.50,17679
Ryne Harper,MIN,9.27,0.40,23.00,1.61,26.1%,1.1%,25.0%,.244,0.99,.283,67.1%,4.03,3.62,0.41,3.69,12680
Zack Wheeler,NYM,8.47,2.33,3.64,1.02,21.4%,5.9%,15.5%,.279,1.39,.329,71.1%,4.00,3.62,0.39,4.13,10310
Joe Kelly,LAD,11.67,4.00,2.92,1.00,28.2%,9.7%,18.5%,.264,1.52,.361,56.7%,5.67,3.62,2.05,3.13,9761
Jeremy Jeffress,MIL,7.85,3.14,2.50,0.63,19.2%,7.7%,11.5%,.293,1.53,.352,62.5%,5.65,3.63,2.02,4.60,9490
Wei-Chung Wang,- - -,7.53,5.65,1.33,0.00,18.2%,13.6%,4.5%,.273,1.67,.341,76.0%,3.77,3.63,0.13,6.41,14382
Emilio Pagan,TBR,12.03,2.93,4.10,1.47,33.9%,8.3%,25.6%,.180,0.98,.231,100.0%,1.76,3.64,-1.88,3.59,14771
Tyler Alexander,DET,9.67,1.33,7.25,1.33,24.4%,3.4%,21.0%,.304,1.41,.375,78.5%,4.33,3.66,0.67,3.65,17735
Sonny Gray,CIN,10.14,4.22,2.40,0.80,27.7%,11.5%,16.2%,.182,1.10,.234,80.6%,2.71,3.66,-0.95,3.92,12768
Chris Stratton,- - -,9.09,3.86,2.36,0.83,22.0%,9.3%,12.7%,.309,1.71,.390,75.3%,4.68,3.67,1.01,4.37,13761
Jack Flaherty,STL,10.51,3.23,3.26,1.11,28.4%,8.7%,19.7%,.214,1.15,.274,81.7%,3.13,3.67,-0.54,3.99,17479
Will Harris,HOU,10.01,1.52,6.60,1.52,30.3%,4.6%,25.7%,.212,0.91,.258,95.0%,1.82,3.69,-1.87,3.04,3192
Trevor Bauer,- - -,9.99,3.51,2.84,0.96,25.9%,9.1%,16.8%,.242,1.30,.307,66.8%,4.31,3.71,0.60,4.50,12703
Matt Barnes,BOS,14.50,5.50,2.64,1.25,38.2%,14.5%,23.7%,.180,1.25,.273,84.6%,3.25,3.71,-0.46,3.23,12863
Pedro Baez,LAD,8.73,3.27,2.67,0.82,23.9%,9.0%,14.9%,.167,0.97,.200,57.0%,4.36,3.73,0.63,5.20,5420
Michael Pineda,MIN,8.96,1.72,5.21,1.23,23.8%,4.6%,19.2%,.263,1.21,.316,74.7%,4.05,3.73,0.32,4.32,5372
Carlos Estevez,COL,9.70,2.36,4.11,1.31,25.7%,6.3%,19.4%,.224,1.14,.269,84.4%,2.62,3.74,-1.12,4.45,14542
Andrew Chafin,ARI,11.81,4.39,2.69,1.01,29.4%,10.9%,18.5%,.265,1.50,.364,82.0%,3.71,3.74,-0.03,3.77,12988
Yu Darvish,CHC,11.57,2.70,4.29,1.35,32.0%,7.5%,24.5%,.196,1.01,.254,85.0%,3.09,3.75,-0.66,3.40,13074
Ryan Weber,BOS,6.92,1.04,6.67,1.04,18.3%,2.8%,15.6%,.243,1.08,.272,69.8%,3.81,3.75,0.06,4.24,10160
Carson Fulmer,CHW,8.31,2.08,4.00,0.69,23.1%,5.8%,17.3%,.136,0.69,.152,66.0%,2.77,3.75,-0.98,4.59,18311
Andrew Heaney,LAA,11.27,2.76,4.08,1.28,29.6%,7.3%,22.3%,.213,1.11,.272,65.7%,4.89,3.76,1.13,4.45,15423
Tyler Webb,STL,8.42,3.19,2.64,0.87,24.0%,9.1%,14.9%,.150,0.87,.169,75.6%,2.90,3.76,-0.86,4.62,14974
Richard Bleier,BAL,4.45,1.59,2.80,0.64,10.9%,3.9%,7.0%,.331,1.59,.355,53.2%,6.99,3.78,3.21,4.27,7803
Oliver Perez,CLE,9.47,1.42,6.67,1.42,27.0%,4.1%,23.0%,.217,0.95,.255,81.1%,3.32,3.79,-0.48,3.52,1514
Raisel Iglesias,CIN,13.22,1.93,6.86,1.93,34.5%,5.0%,29.5%,.279,1.32,.382,67.3%,5.79,3.80,1.99,3.38,17130
Marcus Walden,BOS,8.39,3.41,2.46,0.79,21.8%,8.8%,12.9%,.223,1.22,.268,72.9%,3.41,3.80,-0.39,4.17,8004
Taylor Cole,LAA,9.12,5.96,1.53,0.35,21.3%,13.9%,7.4%,.291,1.83,.377,55.8%,7.71,3.80,3.92,4.53,11964
Josh Hader,MIL,14.13,3.03,4.67,1.77,39.4%,8.5%,31.0%,.188,1.01,.262,92.2%,3.03,3.80,-0.77,3.48,14212
Matt Andriese,ARI,10.26,4.32,2.38,0.81,25.3%,10.7%,14.7%,.250,1.44,.322,74.8%,4.32,3.81,0.51,4.08,12022
Andrew Cashner,- - -,7.67,2.89,2.65,0.89,21.0%,7.9%,13.1%,.211,1.10,.246,68.9%,3.67,3.83,-0.16,4.59,8782
Craig Stammen,SDP,8.69,2.11,4.11,1.17,23.0%,5.6%,17.4%,.255,1.23,.306,78.6%,3.05,3.84,-0.79,4.06,7274
Freddy Peralta,MIL,12.44,3.05,4.08,1.64,29.9%,7.3%,22.6%,.296,1.59,.394,56.6%,7.04,3.84,3.20,4.16,18679
Jandel Gustave,SFG,3.55,4.26,0.83,0.00,10.0%,12.0%,-2.0%,.190,1.11,.205,71.4%,1.42,3.85,-2.42,5.57,14665
Collin McHugh,HOU,9.08,2.02,4.50,1.26,24.3%,5.4%,18.9%,.237,1.12,.278,51.4%,5.55,3.86,1.69,4.32,7531
Trey Wingenter,SDP,12.99,4.78,2.71,1.03,34.9%,12.8%,22.0%,.157,1.06,.220,82.7%,3.08,3.86,-0.78,4.19,17793
Tony Gonsolin,LAD,8.22,1.96,4.20,1.17,21.9%,5.2%,16.7%,.213,1.04,.242,67.3%,3.52,3.87,-0.34,4.16,19388
Tommy Milone,SEA,7.99,1.60,5.00,1.24,22.6%,4.5%,18.1%,.211,0.95,.235,67.2%,3.91,3.89,0.02,4.64,7608
Tyler Chatwood,CHC,8.91,4.86,1.83,0.54,23.1%,12.6%,10.5%,.208,1.29,.264,78.7%,3.24,3.90,-0.66,3.84,4338
Tony Watson,SFG,8.70,2.10,4.14,1.20,23.4%,5.6%,17.7%,.254,1.20,.305,86.4%,3.00,3.91,-0.91,4.10,3132
Josh Taylor,BOS,11.91,3.18,3.75,1.59,31.6%,8.4%,23.2%,.253,1.32,.340,94.3%,2.78,3.92,-1.14,3.73,17359
Joe Ross,WSN,7.56,4.32,1.75,0.54,19.6%,11.2%,8.4%,.234,1.35,.284,74.7%,3.51,3.93,-0.42,5.12,12972
Matt Magill,- - -,11.45,3.68,3.11,1.23,25.9%,8.3%,17.6%,.292,1.68,.379,57.5%,6.95,3.94,3.01,4.43,3950
Austin Brice,MIA,11.45,3.27,3.50,1.23,27.7%,7.9%,19.8%,.244,1.36,.322,79.9%,3.27,3.94,-0.67,4.16,17237
Jordan Yamamoto,MIA,11.34,3.63,3.13,1.36,32.7%,10.5%,22.2%,.147,0.91,.175,83.9%,2.95,3.95,-1.00,3.93,17585
Justin Wilson,NYM,8.31,3.74,2.22,0.83,22.2%,10.0%,12.2%,.238,1.29,.293,87.8%,2.49,3.95,-1.46,4.04,4301
Luis Perdomo,SDP,7.62,2.31,3.30,1.15,20.1%,6.1%,14.0%,.255,1.26,.293,64.3%,4.85,3.96,0.89,4.08,14682
Jace Fry,CHW,11.89,7.07,1.68,0.64,28.9%,17.2%,11.7%,.223,1.61,.318,69.4%,4.50,3.96,0.54,4.46,16159
