Shane Bieber,CLE,13.10,2.91,4.50,0.65,34.6%,7.7%,26.9%,.211,1.13,.320,77.8%,2.91,2.33,0.58,2.69,19427
Garrett Crochet,CHW,11.33,3.67,3.09,0.33,30.4%,9.8%,20.5%,.212,1.19,.303,65.4%,3.67,2.36,1.31,3.51,27463
Domingo German,NYY,9.11,1.66,5.50,0.50,24.8%,4.5%,20.3%,.246,1.14,.318,60.6%,4.14,2.42,1.73,3.58,17149
Joe Kelly,LAD,7.97,2.66,3.00,0.00,20.9%,7.0%,14.0%,.218,1.13,.279,66.7%,3.10,2.43,0.67,3.47,9761
Liam Hendriks,CHW,12.48,1.16,10.75,1.16,36.4%,3.4%,33.1%,.186,0.81,.254,82.5%,2.32,2.46,-0.14,2.89,3548
Casey Sadler,SEA,6.35,1.59,4.00,0.00,18.5%,4.6%,13.8%,.180,0.82,.224,86.7%,0.53,2.46,-1.93,3.61,11209
Carson Fulmer,CIN,9.90,4.50,2.20,0.00,24.4%,11.1%,13.3%,.289,1.60,.379,68.8%,3.60,2.47,1.13,3.71,18311
John King,TEX,8.46,2.42,3.50,0.00,21.4%,6.1%,15.3%,.250,1.25,.324,64.5%,2.42,2.50,-0.08,3.37,22051
Jordan Romano,TOR,11.75,4.45,2.64,0.32,32.7%,12.4%,20.4%,.162,1.06,.246,87.4%,0.95,2.50,-1.55,3.47,16122
Connor Brogdon,PHI,8.01,1.78,4.50,0.30,23.5%,5.2%,18.3%,.159,0.76,.200,79.6%,1.19,2.51,-1.32,3.83,21205
Hunter Strickland,- - -,8.78,3.58,2.45,0.00,24.5%,10.0%,14.5%,.163,0.98,.225,82.1%,0.98,2.52,-1.54,4.75,7836
Zack Wheeler,PHI,9.95,2.64,3.77,0.41,26.3%,7.0%,19.4%,.236,1.20,.315,70.6%,3.35,2.53,0.82,3.19,10310
Scott Barlow,KCR,13.13,4.21,3.12,0.50,34.6%,11.1%,23.5%,.205,1.21,.316,81.0%,2.72,2.54,0.19,3.42,14993
Ryan Tepera,- - -,11.62,2.83,4.11,0.63,33.9%,8.3%,25.7%,.153,0.84,.217,72.1%,2.83,2.54,0.28,3.11,10291
Brad Boxberger,MIL,10.98,3.26,3.36,0.30,31.1%,9.2%,21.8%,.135,0.82,.194,90.2%,1.19,2.54,-1.36,3.22,10133
Lucas Sims,CIN,16.39,3.54,4.64,1.29,44.3%,9.6%,34.8%,.204,1.14,.347,72.0%,3.54,2.56,0.97,2.03,13470
Spencer Patton,TEX,10.35,3.15,3.29,0.45,29.1%,8.9%,20.3%,.208,1.10,.292,77.7%,2.70,2.57,0.13,3.51,12361
Cole Sulser,BAL,10.80,4.13,2.62,0.32,28.6%,10.9%,17.6%,.226,1.31,.324,81.5%,2.22,2.61,-0.38,3.83,15256
Sean Reid-Foley,NYM,14.11,2.45,5.75,1.23,34.3%,6.0%,28.4%,.302,1.57,.447,54.5%,6.14,2.62,3.51,2.42,17034
Max Scherzer,- - -,11.91,2.40,4.96,0.77,33.5%,6.8%,26.8%,.188,0.94,.266,77.3%,2.59,2.63,-0.03,3.29,3137
Trevor Rogers,MIA,10.31,2.78,3.71,0.46,28.6%,7.7%,20.9%,.220,1.09,.300,80.3%,2.55,2.63,-0.08,3.48,22286
Juan Minaya,MIN,13.06,4.79,2.73,0.44,36.6%,13.4%,23.2%,.143,1.02,.231,97.1%,0.87,2.64,-1.77,2.95,10341
Andrew Chafin,- - -,7.88,3.09,2.55,0.00,22.6%,8.9%,13.7%,.193,1.00,.253,85.3%,1.41,2.64,-1.23,4.18,12988
Aaron Loup,NYM,8.28,2.88,2.88,0.00,22.3%,7.8%,14.6%,.236,1.16,.304,78.1%,1.44,2.65,-1.21,3.85,10343
Joe Mantiply,ARI,9.28,4.22,2.20,0.00,23.2%,10.5%,12.6%,.229,1.36,.306,63.3%,2.11,2.65,-0.55,3.98,14857
Emmanuel Clase,CLE,8.63,3.06,2.82,0.28,22.6%,8.0%,14.6%,.214,1.18,.277,82.0%,1.39,2.68,-1.28,3.31,21032
Richard Rodriguez,- - -,6.67,1.59,4.20,0.32,20.2%,4.8%,15.4%,.162,0.74,.195,86.7%,1.27,2.68,-1.41,5.21,13549
Brett Martin,TEX,6.75,1.76,3.83,0.29,17.4%,4.5%,12.9%,.296,1.40,.353,69.7%,2.93,2.68,0.25,3.58,17369
Drew Rasmussen,- - -,7.74,1.88,4.11,0.42,22.6%,5.5%,17.1%,.190,0.88,.233,79.5%,2.09,2.68,-0.59,3.47,25385
Lucas Luetge,NYY,10.05,1.88,5.33,0.63,28.1%,5.3%,22.8%,.183,0.87,.236,78.5%,1.88,2.68,-0.80,3.68,8337
Aaron Bummer,CHW,13.17,5.27,2.50,0.33,33.3%,13.3%,20.0%,.235,1.46,.377,66.5%,3.62,2.69,0.93,2.74,16258
Aroldis Chapman,NYY,15.29,3.90,3.92,0.98,40.9%,10.4%,30.4%,.180,1.08,.294,89.9%,1.95,2.70,-0.75,2.37,10233
Tyler Mahle,CIN,9.91,2.83,3.50,0.44,27.4%,7.8%,19.6%,.204,1.04,.273,82.1%,2.30,2.76,-0.46,3.82,16358
Josh Taylor,BOS,12.17,4.94,2.46,0.38,31.7%,12.9%,18.8%,.207,1.31,.315,94.8%,1.14,2.79,-1.65,3.73,17359
Jake Cousins,MIL,13.76,4.24,3.25,0.53,39.4%,12.1%,27.3%,.127,0.88,.214,100.0%,0.53,2.82,-2.29,3.09,21620
Richard Bleier,MIA,4.91,0.61,8.00,0.31,13.8%,1.7%,12.1%,.284,1.13,.313,67.5%,3.38,2.83,0.55,3.23,7803
Jakob Junis,KCR,10.13,3.38,3.00,0.56,26.9%,9.0%,17.9%,.250,1.31,.333,76.5%,2.81,2.86,-0.05,3.48,13619
Glenn Otto,TEX,11.08,2.08,5.33,0.69,26.7%,5.0%,21.7%,.315,1.54,.421,48.5%,8.31,2.86,5.45,3.36,21366
Walker Buehler,LAD,8.72,1.91,4.56,0.64,24.6%,5.4%,19.2%,.210,0.98,.261,70.5%,3.08,2.86,0.22,3.53,19374
Brent Suter,MIL,9.51,3.09,3.08,0.51,24.7%,8.0%,16.7%,.243,1.29,.316,71.8%,3.09,2.91,0.17,3.28,13942
Dylan Floro,MIA,8.62,3.73,2.31,0.29,22.2%,9.6%,12.6%,.246,1.37,.319,64.9%,4.02,2.91,1.11,4.36,13394
Mark Melancon,SDP,10.88,4.50,2.42,0.38,27.1%,11.2%,15.9%,.261,1.50,.359,73.0%,3.00,2.92,0.08,3.41,4264
Gerrit Cole,NYY,12.11,1.88,6.43,1.26,33.8%,5.3%,28.5%,.221,1.04,.300,77.0%,3.32,2.92,0.40,3.01,13125
Pete Fairbanks,TBR,11.91,5.56,2.14,0.40,28.8%,13.5%,15.4%,.256,1.63,.373,67.4%,4.76,2.95,1.82,4.40,17998
Dominic Leone,SFG,9.26,3.47,2.67,0.39,25.5%,9.6%,16.0%,.195,1.07,.254,93.5%,0.39,2.96,-2.57,4.21,13763
Julio Urias,LAD,9.44,1.66,5.68,0.87,26.4%,4.6%,21.8%,.219,1.00,.275,79.3%,2.71,2.98,-0.27,3.65,14765
Charlie Morton,ATL,10.09,3.46,2.91,0.41,27.7%,9.5%,18.2%,.185,1.03,.251,74.2%,3.06,2.98,0.08,3.55,4676
Tony Watson,- - -,8.04,2.30,3.50,0.57,23.1%,6.6%,16.5%,.195,0.96,.241,55.1%,4.31,2.98,1.33,3.84,3132
Clayton Kershaw,LAD,9.52,1.72,5.55,0.94,26.4%,4.8%,21.6%,.229,1.06,.288,62.7%,4.06,2.98,1.08,3.16,2036
Alex Cobb,LAA,9.87,3.22,3.06,0.60,24.5%,8.0%,16.5%,.286,1.52,.374,58.6%,5.44,2.99,2.45,3.34,6562
Daniel Hudson,- - -,13.02,1.27,10.25,1.59,36.6%,3.6%,33.0%,.234,1.02,.323,86.4%,3.18,2.99,0.18,3.00,7146
Lance McCullers Jr.,HOU,11.44,4.63,2.47,0.51,29.8%,12.0%,17.7%,.200,1.26,.286,81.8%,2.70,3.00,-0.30,3.39,14120
Conner Greene,- - -,9.75,4.50,2.17,0.00,21.7%,10.0%,11.7%,.314,1.83,.410,66.7%,6.00,3.00,3.00,5.80,16455
Hansel Robles,- - -,12.25,5.00,2.45,0.50,30.2%,12.3%,17.9%,.252,1.53,.371,68.3%,4.00,3.00,1.00,4.05,11801
Freddy Peralta,MIL,12.60,4.05,3.11,0.75,34.4%,11.1%,23.4%,.175,1.07,.258,82.0%,2.70,3.00,-0.30,3.63,18679
Devin Williams,MIL,16.78,3.65,4.60,1.46,43.8%,9.5%,34.3%,.204,1.18,.349,82.7%,2.92,3.01,-0.09,2.26,15816
Brusdar Graterol,LAD,7.11,3.32,2.14,0.00,19.2%,9.0%,10.3%,.176,1.00,.222,81.0%,1.42,3.01,-1.59,3.94,20367
Luis Cessa,- - -,6.47,1.41,4.60,0.56,18.0%,3.9%,14.1%,.260,1.16,.306,76.0%,2.81,3.01,-0.20,3.41,13345
Dylan Cease,CHW,12.38,3.57,3.47,0.89,31.5%,9.1%,22.4%,.241,1.33,.340,65.1%,4.69,3.05,1.64,3.44,18525
Lucas Giolito,CHW,10.15,2.46,4.12,0.89,28.1%,6.8%,21.3%,.225,1.11,.294,76.1%,3.25,3.05,0.20,3.49,15474
Carlos Rodon,CHW,13.04,2.74,4.76,1.17,34.7%,7.3%,27.4%,.206,1.07,.286,84.1%,2.48,3.05,-0.58,3.05,16137
Hector Santiago,SEA,13.94,5.23,2.67,0.87,35.6%,13.3%,22.2%,.205,1.35,.318,95.2%,1.74,3.07,-1.33,3.18,4026
Adam Ottavino,BOS,9.84,3.94,2.50,0.28,25.9%,10.4%,15.6%,.217,1.22,.296,67.3%,3.94,3.08,0.86,4.54,1247
Logan Webb,SFG,8.64,2.52,3.43,0.60,22.9%,6.7%,16.2%,.253,1.25,.318,68.9%,4.08,3.08,1.00,3.17,17995
Blake Treinen,LAD,10.00,4.25,2.35,0.50,28.0%,11.9%,16.1%,.151,1.00,.202,78.3%,1.50,3.09,-1.59,3.54,12572
Luis Garcia,STL,7.63,1.76,4.33,0.59,21.3%,4.9%,16.4%,.196,0.91,.233,88.2%,1.76,3.10,-1.34,3.98,6984
Chris Rodriguez,LAA,8.20,3.86,2.13,0.00,20.7%,9.8%,11.0%,.225,1.29,.296,66.7%,3.38,3.12,0.26,4.63,22310
Lance Lynn,CHW,9.29,2.90,3.20,0.73,24.3%,7.6%,16.7%,.229,1.21,.287,76.5%,2.90,3.12,-0.22,4.12,2520
Anthony Bender,MIA,10.22,4.01,2.55,0.36,26.4%,10.4%,16.0%,.258,1.38,.349,70.2%,4.01,3.13,0.88,3.82,19742
Pierce Johnson,SDP,12.38,4.22,2.93,0.84,31.2%,10.6%,20.6%,.242,1.41,.346,76.6%,3.94,3.14,0.80,3.85,13435
Brandon Woodruff,MIL,10.28,2.79,3.69,0.86,28.9%,7.8%,21.1%,.180,0.95,.230,75.6%,2.79,3.16,-0.37,3.40,16162
Kevin Gausman,SFG,10.55,2.08,5.08,1.08,29.0%,5.7%,23.3%,.214,1.03,.274,86.8%,2.33,3.16,-0.83,3.49,14107
Hoby Milner,MIL,11.37,1.42,8.00,1.42,30.8%,3.8%,26.9%,.265,1.18,.344,90.2%,2.84,3.17,-0.33,2.65,13346
Mike Mayers,LAA,12.44,3.18,3.92,1.06,33.3%,8.5%,24.8%,.240,1.24,.342,85.9%,2.91,3.17,-0.26,3.40,15451
Joey Lucchesi,NYM,10.25,2.05,5.00,1.03,27.5%,5.5%,22.0%,.263,1.22,.333,55.6%,5.81,3.17,2.64,3.70,19320
Garrett Whitlock,BOS,10.54,2.57,4.10,1.03,29.1%,7.1%,22.0%,.217,1.09,.279,89.5%,1.54,3.17,-1.63,3.20,20191
Adam Cimber,- - -,6.42,2.41,2.67,0.27,17.6%,6.6%,11.0%,.226,1.10,.273,72.5%,2.67,3.20,-0.53,4.49,15288
Sonny Gray,CIN,10.61,3.17,3.35,0.83,28.6%,8.6%,20.1%,.216,1.15,.288,74.7%,3.44,3.20,0.24,3.41,12768
JT Chargois,- - -,8.20,3.76,2.18,0.34,22.9%,10.5%,12.4%,.196,1.10,.250,83.9%,1.71,3.21,-1.50,4.39,13767
Sammy Long,SFG,10.00,2.50,4.00,1.00,26.7%,6.7%,20.0%,.246,1.22,.313,57.3%,5.50,3.23,2.27,3.84,25379
Paul Sewald,SEA,15.17,3.60,4.21,1.54,41.3%,9.8%,31.5%,.178,1.06,.266,83.9%,2.83,3.23,-0.40,2.96,13892
Aaron Ashby,MIL,10.80,2.70,4.00,1.08,29.9%,7.5%,22.4%,.194,1.02,.250,63.4%,4.32,3.23,1.09,2.52,23550
Heath Hembree,- - -,13.19,3.38,3.91,1.23,38.4%,9.8%,28.6%,.130,0.82,.170,51.5%,3.68,3.24,0.44,3.27,11632
Matt Wisler,- - -,12.24,1.80,6.80,1.44,32.4%,4.8%,27.6%,.260,1.20,.344,55.1%,4.68,3.25,1.43,3.43,12804
Mychal Givens,- - -,9.38,4.50,2.08,0.38,26.0%,12.5%,13.5%,.163,1.04,.211,89.4%,1.13,3.25,-2.13,4.26,10430
Luis Oviedo,PIT,11.25,3.75,3.00,0.75,29.4%,9.8%,19.6%,.205,1.17,.276,73.5%,3.75,3.25,0.50,3.93,21728
Michael Kopech,CHW,13.50,3.29,4.10,1.32,33.9%,8.3%,25.6%,.257,1.39,.369,77.8%,4.28,3.28,1.00,2.99,17282
Shane McClanahan,TBR,9.31,2.44,3.81,0.92,25.0%,6.6%,18.4%,.242,1.20,.306,75.5%,3.36,3.29,0.07,3.28,21483
Steven Matz,TOR,9.47,2.04,4.63,0.97,24.8%,5.4%,19.4%,.254,1.23,.319,72.0%,3.76,3.29,0.48,3.73,13361
Tyler Matzek,ATL,11.57,6.61,1.75,0.28,29.0%,16.6%,12.4%,.198,1.44,.286,88.0%,1.93,3.29,-1.36,4.51,10058
Patrick Sandoval,LAA,8.84,2.79,3.17,0.70,24.2%,7.6%,16.6%,.210,1.09,.265,75.4%,3.26,3.30,-0.04,3.71,19447
Matt Barnes,BOS,15.09,3.57,4.22,1.59,41.8%,9.9%,31.9%,.159,0.97,.225,85.4%,2.78,3.30,-0.52,2.64,12863
Corey Knebel,LAD,12.89,3.68,3.50,1.23,34.4%,9.8%,24.6%,.204,1.16,.281,70.4%,3.68,3.31,0.38,3.22,15010
Trevor Richards,- - -,11.97,3.07,3.90,1.23,35.5%,9.1%,26.4%,.120,0.75,.140,91.5%,2.15,3.31,-1.16,3.16,19309
Josh Sborz,TEX,10.99,5.02,2.19,0.63,29.2%,13.3%,15.8%,.183,1.22,.254,77.6%,2.51,3.31,-0.80,4.06,18323
Spencer Turnbull,DET,7.29,2.14,3.40,0.43,19.8%,5.8%,14.0%,.179,0.90,.217,63.1%,3.00,3.31,-0.31,3.87,16207
Phillips Valdez,BOS,7.24,3.29,2.20,0.00,18.3%,8.3%,10.0%,.250,1.24,.293,60.0%,3.95,3.32,0.63,4.61,15605
Carlos Estevez,COL,9.82,2.45,4.00,0.92,24.6%,6.2%,18.5%,.299,1.47,.376,73.5%,4.30,3.34,0.95,3.76,14542
Jake McGee,SFG,8.07,1.55,5.20,0.93,22.4%,4.3%,18.1%,.200,0.93,.235,63.0%,3.10,3.34,-0.24,4.43,7550
Shohei Ohtani,LAA,10.90,2.42,4.50,1.04,29.2%,6.5%,22.7%,.227,1.12,.297,62.3%,5.02,3.34,1.68,3.64,19755
Andrew Miller,STL,12.64,2.87,4.40,1.15,27.8%,6.3%,21.5%,.357,1.91,.479,71.9%,6.32,3.36,2.96,3.50,6785
Chris Martin,ATL,7.40,1.31,5.67,0.87,19.5%,3.4%,16.1%,.321,1.40,.375,73.5%,3.92,3.36,0.56,3.90,11847
Sam Selman,- - -,8.80,4.70,1.88,0.00,23.1%,12.3%,10.8%,.173,1.11,.231,75.0%,2.93,3.37,-0.43,5.55,13397
Ranger Suarez,PHI,9.37,4.02,2.33,0.45,25.6%,11.0%,14.6%,.207,1.17,.276,89.2%,1.12,3.37,-2.25,3.77,17277
Eduardo Rodriguez,BOS,10.07,2.63,3.82,1.03,26.3%,6.9%,19.4%,.273,1.36,.351,74.6%,3.95,3.37,0.58,3.37,13164
Chris Archer,TBR,9.00,2.70,3.33,0.90,23.3%,7.0%,16.3%,.250,1.30,.310,51.7%,5.40,3.37,2.03,4.89,6345
Sean Manaea,OAK,10.60,2.51,4.22,1.09,28.3%,6.7%,21.6%,.238,1.19,.311,73.9%,3.94,3.38,0.56,3.21,15873
Giovanny Gallegos,STL,11.41,3.72,3.06,0.93,31.4%,10.3%,21.2%,.193,1.09,.259,70.3%,3.72,3.38,0.35,3.86,14986
Nathan Eovaldi,BOS,10.27,1.71,6.00,1.19,26.0%,4.3%,21.7%,.271,1.30,.344,71.3%,4.21,3.39,0.83,3.67,9132
Nick Pivetta,BOS,10.25,3.75,2.74,0.77,27.3%,10.0%,17.3%,.208,1.18,.271,72.1%,3.75,3.40,0.34,4.17,15454
Blake Taylor,HOU,8.14,2.96,2.75,0.74,21.4%,7.8%,13.6%,.228,1.19,.268,68.7%,2.59,3.42,-0.83,4.45,16418
Louis Head,TBR,7.04,2.35,3.00,0.59,20.7%,6.9%,13.8%,.132,0.72,.150,84.9%,1.17,3.43,-2.26,5.34,13259
Lou Trivino,OAK,7.90,5.35,1.48,0.00,20.4%,13.8%,6.6%,.218,1.36,.278,74.5%,2.55,3.45,-0.91,4.80,15043
Kodi Whitley,STL,9.64,4.50,2.14,0.64,27.8%,13.0%,14.8%,.156,1.00,.194,95.2%,1.29,3.46,-2.17,4.42,19731
Zach Pop,MIA,8.78,2.60,3.38,0.65,21.1%,6.3%,14.8%,.304,1.55,.379,70.1%,4.88,3.46,1.42,3.79,20185
Seth Lugo,NYM,9.74,3.54,2.75,0.89,25.0%,9.1%,15.9%,.250,1.38,.321,71.4%,4.43,3.47,0.96,3.75,12447
Codi Heuer,- - -,7.56,2.43,3.11,0.81,20.7%,6.7%,14.1%,.246,1.17,.284,80.5%,2.43,3.47,-1.04,4.26,23293
Sam Coonrod,PHI,10.07,2.75,3.67,0.92,25.0%,6.8%,18.2%,.266,1.37,.339,76.3%,4.12,3.48,0.64,3.50,17264
Blake Parker,CLE,8.84,1.86,4.75,0.93,25.0%,5.3%,19.7%,.186,0.88,.224,86.4%,2.33,3.48,-1.15,4.42,5224
Robert Stephenson,COL,7.36,3.68,2.00,0.41,19.4%,9.7%,9.7%,.241,1.32,.297,83.9%,2.05,3.49,-1.44,4.90,13594
Max Fried,ATL,8.89,1.95,4.56,1.08,24.6%,5.4%,19.2%,.235,1.08,.282,79.7%,3.14,3.52,-0.37,3.23,13743
Tanner Houck,BOS,9.58,3.48,2.75,0.58,25.4%,9.2%,16.2%,.186,1.06,.244,68.2%,3.77,3.52,0.25,4.05,19879
Hyun Jin Ryu,TOR,8.11,1.56,5.21,1.11,22.3%,4.3%,18.0%,.244,1.11,.288,74.0%,3.78,3.53,0.25,3.56,14444
Jeurys Familia,NYM,11.30,3.58,3.15,1.10,28.1%,8.9%,19.2%,.250,1.41,.333,72.5%,3.58,3.54,0.04,3.24,5114
Dillon Tate,BAL,6.96,1.95,3.57,0.56,18.7%,5.2%,13.4%,.227,1.05,.263,63.5%,4.18,3.54,0.63,4.21,17796
Andrew Kittredge,TBR,9.00,1.80,5.00,1.13,25.3%,5.1%,20.3%,.238,1.08,.291,84.2%,2.25,3.55,-1.30,3.38,12828
Cesar Valdez,BAL,8.65,2.08,4.17,1.04,21.4%,5.1%,16.2%,.303,1.50,.366,64.2%,5.19,3.55,1.64,3.62,9013
Junior Guerra,LAA,8.77,5.54,1.58,0.23,20.9%,13.2%,7.7%,.271,1.69,.350,63.1%,5.77,3.55,2.21,4.76,5702
Yency Almonte,COL,11.32,6.53,1.73,0.44,29.9%,17.2%,12.6%,.114,1.11,.159,66.4%,3.48,3.61,-0.12,4.34,15068
Phil Maton,- - -,11.91,4.24,2.81,0.79,29.4%,10.5%,19.0%,.246,1.41,.349,72.3%,4.76,3.61,1.15,4.23,18064
Chris Bassitt,OAK,9.27,2.78,3.33,0.93,24.7%,7.4%,17.3%,.235,1.19,.293,76.2%,3.71,3.62,0.09,4.22,12304
J.B. Wendelken,- - -,8.55,3.15,2.71,0.90,22.4%,8.2%,14.1%,.256,1.35,.316,57.9%,5.40,3.62,1.78,3.64,14506
David Bednar,PIT,10.36,2.51,4.13,1.26,29.2%,7.1%,22.1%,.194,0.98,.239,85.5%,2.83,3.62,-0.80,3.53,19569
Tyler Duffey,MIN,7.97,3.34,2.38,0.77,21.8%,9.2%,12.7%,.256,1.31,.316,69.4%,4.11,3.63,0.49,4.23,13758
Domingo Tapia,KCR,7.20,3.60,2.00,0.60,19.7%,9.8%,9.8%,.255,1.33,.310,64.5%,4.80,3.64,1.16,4.89,12178
Jimmy Herget,- - -,8.71,2.61,3.33,0.87,20.8%,6.3%,14.6%,.395,1.94,.485,61.2%,6.97,3.65,3.31,4.10,17556
Carlos Hernandez,KCR,8.17,4.76,1.71,0.45,22.5%,13.1%,9.4%,.169,1.11,.210,80.6%,2.27,3.67,-1.41,5.02,22713
John Curtiss,- - -,8.10,1.93,4.20,1.16,21.2%,5.1%,16.2%,.269,1.29,.314,77.5%,3.86,3.68,0.17,3.98,16128
Chris Paddack,SDP,7.50,1.35,5.56,1.20,20.8%,3.8%,17.1%,.225,1.00,.249,59.4%,4.05,3.69,0.36,3.89,20099
Kenley Jansen,LAD,9.37,6.61,1.42,0.28,25.4%,17.9%,7.5%,.132,1.16,.173,87.4%,1.10,3.69,-2.59,5.13,3096
Jordan Montgomery,NYY,9.20,3.07,3.00,1.02,23.9%,8.0%,15.9%,.260,1.34,.318,74.5%,3.78,3.69,0.09,3.82,16511
Jose Alvarado,PHI,11.93,7.22,1.65,0.31,29.0%,17.6%,11.5%,.238,1.67,.364,78.6%,3.14,3.69,-0.55,3.98,17780
Jose Ruiz,CHW,9.91,3.96,2.50,0.99,26.3%,10.5%,15.8%,.193,1.16,.239,76.9%,2.97,3.72,-0.75,4.33,14552
Spenser Watkins,BAL,5.76,3.60,1.60,0.36,14.7%,9.2%,5.5%,.260,1.40,.296,60.7%,5.40,3.73,1.67,5.47,17489
Chris Stratton,PIT,10.16,3.96,2.56,0.99,25.2%,9.8%,15.3%,.271,1.51,.347,79.4%,3.96,3.75,0.22,4.26,13761
Bailey Falter,PHI,9.38,0.75,12.50,1.50,25.0%,2.0%,23.0%,.274,1.17,.328,53.3%,6.38,3.75,2.62,3.28,20070
Frankie Montas,OAK,9.69,3.19,3.03,1.13,25.9%,8.5%,17.4%,.224,1.20,.279,77.3%,3.40,3.75,-0.35,3.79,14309
Jharel Cotton,TEX,8.56,4.61,1.86,0.66,22.4%,12.1%,10.3%,.200,1.24,.243,83.3%,2.63,3.76,-1.12,5.39,13654
Dillon Maples,CHC,13.50,6.46,2.09,0.59,34.3%,16.4%,17.9%,.154,1.24,.241,82.5%,2.93,3.76,-0.82,3.94,14672
Tim Mayza,TOR,8.53,2.13,4.00,1.07,23.3%,5.8%,17.5%,.200,0.99,.235,87.7%,2.49,3.76,-1.28,3.55,15042
Yohan Ramirez,SEA,11.40,3.60,3.17,1.20,32.2%,10.2%,22.0%,.157,0.93,.194,65.6%,3.60,3.77,-0.17,4.15,19444
Will Smith,ATL,12.79,4.55,2.81,1.14,33.8%,12.0%,21.8%,.202,1.23,.292,90.7%,2.56,3.77,-1.21,3.74,8048
Anthony Misiewicz,SEA,8.76,2.92,3.00,1.09,22.4%,7.5%,15.0%,.293,1.50,.361,64.0%,5.11,3.78,1.33,4.06,18152
Wade Miley,CIN,6.67,2.96,2.25,0.74,17.7%,7.9%,9.9%,.238,1.22,.270,76.7%,3.28,3.78,-0.50,4.29,8779
T.J. McFarland,STL,3.63,2.08,1.75,0.52,10.8%,6.2%,4.6%,.246,1.10,.264,90.9%,1.56,3.80,-2.25,3.97,3237
Drew Hutchison,DET,3.27,4.09,0.80,0.00,8.9%,11.1%,-2.2%,.225,1.27,.250,78.6%,1.64,3.81,-2.17,5.73,10732
Justin Lawrence,COL,10.64,9.00,1.18,0.00,23.6%,20.0%,3.6%,.326,2.27,.452,64.0%,7.36,3.81,3.56,4.93,17639
Genesis Cabrera,STL,9.00,5.25,1.71,0.50,22.1%,12.9%,9.2%,.259,1.56,.324,67.0%,5.25,3.81,1.44,5.19,17490
